,Url,Title,Company,Location,Last_Updated,Rent,Unit,Availability,Phone,AverageRating,# of Reviwer,WalkScore,WalkScore_desc,TransitScore,TransitScore_desc,Rent_by_room
135,https://www.apartments.com/amberson-gardens-pittsburgh-pa/w2vgfbj/,Amberson Gardens,,"1-4 Bayard Rd, Pittsburgh, PA 15213",2 wks Ago,"$875 - 1,370",Studio - 2 Bed,,844-783-3361,4.0,2 Renter Reviews,79,Very Walkable,72,Excellent Transit,"{'Studio': '$875', '1 Bed': '$980 – 1,010', '2 Beds': '$1,370'}"
136,https://www.apartments.com/the-flats-at-southside-works-pittsburgh-pa/099wh00/,The Flats at SouthSide Works,Soffer Organization,"2603-2655 E Carson St, Pittsburgh, PA 15203",2 wks Ago,"$1,270 - 2,200",1-2 Bed,,412-567-6659,4.9,5 Renter Reviews,89,Very Walkable,65,Good Transit,"{'1 Bed': '$1,270 – 1,445', '2 Beds': '$1,900 – 2,200'}"
137,https://www.apartments.com/the-woodhawk-club-pittsburgh-pa/cwgdbxe/,The Woodhawk Club,,"1000 Johnanna Dr, Pittsburgh, PA 15237",2 wks Ago,"$868 - 1,349",1-2 Bed,,844-263-3864,5.0,1 Renter Reviews,38,Car-Dependent,33,Some Transit,"{'1 Bed': '$868 – 1,000', '2 Beds': '$1,018 – 1,349'}"
138,https://www.apartments.com/st-clair-woods-apartments-pittsburgh-pa/cp673fe/,St. Clair Woods Apartments,,"1000 Painters Dr, Pittsburgh, PA 15228",2 wks Ago,$875 - 975,2 Bed,,844-274-9865,4.0,5 Renter Reviews,10,Car-Dependent,22,Minimal Transit,{'2 Beds': '$875 – 975'}
139,https://www.apartments.com/the-forest-apartments-pittsburgh-pa/vc35qxg/,The Forest Apartments,,"801 Smokey Wood Dr, Pittsburgh, PA 15218",2 wks Ago,$780 - 885,1-2 Bed,,412-345-8290,4.0,1 Renter Reviews,49,Car-Dependent,47,Some Transit,"{'1 Bed': '$780 – 795', '2 Beds': '$885'}"
140,https://www.apartments.com/fairfax-apartments-pittsburgh-pa/ydfmv1s/,Fairfax Apartments,Beacon Communities LLC,"4614 5th Ave, Pittsburgh, PA 15213",2 wks Ago,"$1,215",Studio,,844-361-5671,5.0,,89,Very Walkable,71,Excellent Transit,"{'Studio': '$1,215'}"
141,https://www.apartments.com/devon-towers-pittsburgh-pa/r9y0cp1/,Devon Towers,"NDC Real Estate, LLC","4920 CENTRE Ave, Pittsburgh, PA 15213",2 wks Ago,"$999 - 1,150",Studio - 2 Bed,,844-248-8214,4.0,,82,Very Walkable,71,Excellent Transit,"{'Studio': '$999', '2 Beds': '$1,150'}"
142,https://www.apartments.com/hoodridge-court-apartments-and-townhomes-pittsburgh-pa/gxw6d9w/,Hoodridge Court Apartments and Townhomes,Union Real Estate Company,"452 Hoodridge Dr, Pittsburgh, PA 15234",2 wks Ago,$590 - 865,Studio - 2 Bed,,412-357-2889,4.0,3 Renter Reviews,54,Somewhat Walkable,54,Good Transit,"{'Studio': '$590', '1 Bed': '$705 – 720', '2 Beds': '$820 – 865'}"
143,https://www.apartments.com/ambassador-apartments-pittsburgh-pa/ve0f53d/,Ambassador Apartments,Union Real Estate Company,"4733 Centre Ave, Pittsburgh, PA 15213",2 wks Ago,$845 - 990,Studio - 1 Bed,,844-480-0227,4.0,1 Renter Reviews,89,Very Walkable,68,Good Transit,"{'Studio': '$845', '1 Bed': '$970 – 990'}"
144,https://www.apartments.com/colony-east-townhomes-pittsburgh-pa/h70hwy3/,Colony East Townhomes,,"15 Boulder Dr, Pittsburgh, PA 15239",2 wks Ago,$730 - 910,2 Bed,,844-287-6161,4.0,1 Renter Reviews,25,Car-Dependent,28,Some Transit,{'2 Beds': '$730 – 910'}
145,https://www.apartments.com/brinton-manor-pittsburgh-pa/wzthtkl/,Brinton Manor,,"3000 Locust St, Pittsburgh, PA 15221",2 wks Ago,$525 - 635,1-2 Bed,,412-329-4763,5.0,,39,Car-Dependent,44,Some Transit,"{'1 Bed': '$525', '2 Beds': '$635'}"
146,https://www.apartments.com/northway-apartments-pittsburgh-pa/0fgsrw1/,Northway Apartments,Union Real Estate Company,"451 Browns Ln, Pittsburgh, PA 15237",2 wks Ago,$770,1 Bed,,412-536-5668,4.0,2 Renter Reviews,58,Somewhat Walkable,33,Some Transit,{'1 Bed': '$770'}
147,https://www.apartments.com/williamsburg-south-pittsburgh-pa/nw9njzm/,Williamsburg South,"NDC Real Estate, LLC","401-435 Abbeyville Rd, Pittsburgh, PA 15228",2 wks Ago,$755 - 995,1-2 Bed,,844-702-2096,4.0,2 Renter Reviews,58,Somewhat Walkable,49,Some Transit,"{'1 Bed': '$755 – 825', '2 Beds': '$885 – 995'}"
148,https://www.apartments.com/greenbriar-village-pittsburgh-pa/m8lxvch/,Greenbriar Village,Union Real Estate Company,"1701 Greenvalley Dr, Pittsburgh, PA 15220",2 wks Ago,"$985 - 1,650",1-3 Bed,,412-568-3137,4.0,2 Renter Reviews,32,Car-Dependent,31,Some Transit,"{'1 Bed': '$985', '2 Beds': '$1,050 – 1,120', '3 Beds': '$1,450 – 1,650'}"
149,https://www.apartments.com/southpointe-towers-pittsburgh-pa/rpzl7s2/,Southpointe Towers,,"100 Cerasi Dr, Pittsburgh, PA 15122",2 wks Ago,"$670 - 1,249",1-3 Bed,,844-222-0127,4.0,2 Renter Reviews,14,Car-Dependent,41,Some Transit,"{'1 Bed': '$670 – 720', '2 Beds': '$825 – 1,249', '3 Beds': '$1,025'}"
150,https://www.apartments.com/terrain-apartments-pittsburgh-pa/0rhljn2/,Terrain Apartments,,"700 Mansfield Ave, Pittsburgh, PA 15205",2 wks Ago,"$1,195",2 Bed,,412-924-8122,4.9,6 Renter Reviews,27,Car-Dependent,35,Some Transit,"{'2 Beds': '$1,195'}"
151,https://www.apartments.com/douglas-plaza-pittsburgh-pa/9sdcyc6/,Douglas Plaza,,"2405-2407 Laketon Rd, Pittsburgh, PA 15221",2 wks Ago,$620 - 770,Studio - 1 Bed,,844-592-0991,1.0,1 Renter Reviews,26,Car-Dependent,38,Some Transit,"{'Studio': '$620', '1 Bed': '$750 – 770'}"
152,https://www.apartments.com/the-waterfront-munhall-pa/8gvtzh1/,The Waterfront,Berkshire,"611 E Waterfront Dr, Munhall, PA 15120",4 hrs Ago,"$1,392 - 2,559",1-3 Bed,,412-368-9408,5.0,,52,Somewhat Walkable,48,Some Transit,"{'1 Bed': '$1,392 – 2,033', '2 Beds': '$1,473 – 2,200', '3 Beds': '$2,003 – 2,559'}"
153,https://www.apartments.com/6313-phillips-ave-pittsburgh-pa/xeyl2pm/,6313 Phillips Ave,,"Pittsburgh, PA 15217",1 day Ago,"$1,750",House for Rent,,,,,81,Very Walkable,52,Good Transit,"{'3 Beds': '$1,750'}"
154,https://www.apartments.com/3223-ward-st-pittsburgh-pa/8fw76e2/,3223 Ward St,,"Pittsburgh, PA 15213",1 day Ago,"$2,000",Townhome for Rent,,412-392-7454,,,72,Very Walkable,63,Good Transit,"{'4 Beds': '$2,000'}"
155,https://www.apartments.com/1012-perry-hwy-pittsburgh-pa-unit-1/ezzkfxq/,1012 Perry Hwy Unit 1,,"Pittsburgh, PA 15237",New,"$1,495",1 Bed,,412-397-8928,,,62,Somewhat Walkable,0,Minimal Transit,"{'1 Bed': '$1,495'}"
156,https://www.apartments.com/3209-ward-st-pittsburgh-pa-unit-1/gfkyl8y/,3209 Ward St Unit 1,,"Pittsburgh, PA 15213",1 day Ago,"$1,650",3 Bed,,412-357-2773,,,72,Very Walkable,63,Good Transit,"{'3 Beds': '$1,650'}"
157,https://www.apartments.com/3206-juliet-st-pittsburgh-pa-unit-3/9hvygr5/,3206 Juliet St Unit 3,,"Pittsburgh, PA 15213",1 day Ago,"$1,495",3 Bed,,412-357-2845,,,73,Very Walkable,65,Good Transit,"{'3 Beds': '$1,495'}"
158,https://www.apartments.com/3206-juliet-st-pittsburgh-pa-unit-3/9hvygr5/,3206 Juliet St Unit 3,,"Pittsburgh, PA 15213",1 day Ago,"$1,495",3 Bed,,412-357-2845,,,73,Very Walkable,65,Good Transit,"{'3 Beds': '$1,495'}"
159,https://www.apartments.com/maiden-bridge-canongate-apartments-pittsburgh-pa/qvg2rkx/,Maiden Bridge & Canongate Apartments,,"100 White Hampton Ln, Pittsburgh, PA 15236",New,"$1,072 - 3,300",Studio - 3 Bed,Available Now,844-808-3937,5.0,1 Renter Reviews,16,Car-Dependent,39,Some Transit,"{'Studio': '$1,486 – 1,927', '1 Bed': '$1,072 – 1,891', '2 Beds': '$1,313 – 2,443', '3 Beds': '$1,807 – 3,300'}"
160,https://www.apartments.com/brittany-apartments-pittsburgh-pa/sng0556/,Brittany Apartments,,"1717 Penn Ave, Pittsburgh, PA 15221",10 hrs Ago,$657 - 912,Studio - 2 Bed,Available Now,800-821-6149,4.0,1 Renter Reviews,35,Car-Dependent,43,Some Transit,"{'Studio': '$657 – 707', '1 Bed': '$860', '2 Beds': '$912'}"
161,https://www.apartments.com/royal-manor-apartments-pittsburgh-pa/l8pvqdd/,Royal Manor Apartments,,"8900 Royal Manor Dr, Pittsburgh, PA 15101",10 hrs Ago,"$885 - 1,330",1-3 Bed,Available 04/10/20,844-319-9726,4.9,5 Renter Reviews,31,Car-Dependent,28,Some Transit,"{'1 Bed': '$885 – 1,130', '2 Beds': '$1,120 – 1,200', '3 Beds': '$1,300 – 1,330'}"
162,https://www.apartments.com/101-central-sq-pittsburgh-pa/d8kq2ml/,101 Central Sq,,"101 Central Sq, Pittsburgh, PA 15228",New,"$750 - 1,175",Studio - 2 Bed,Available Now,724-915-1881,4.0,,84,Very Walkable,48,Some Transit,"{'Studio': '$750', '1 Bed': '$815 – 875', '2 Beds': '$1,100 – 1,175'}"
163,https://www.apartments.com/wellington-one-pittsburgh-pa/s79lhw6/,Wellington One,,"153 Schwitter Ave, Pittsburgh, PA 15229",2 days Ago,"$1,000",2 Bed,Available Now,844-503-5882,4.0,2 Renter Reviews,60,Somewhat Walkable,35,Some Transit,"{'2 Beds': '$1,000'}"
164,https://www.apartments.com/luna-lofts-pittsburgh-pa/f3hl5hs/,LUNA Lofts,,"410-416 N Craig St, Pittsburgh, PA 15213",6 days Ago,"$1,260 - 1,990",1-3 Bed,Available 03/16/20,412-837-3393,5.0,2 Renter Reviews,84,Very Walkable,69,Good Transit,"{'1 Bed': '$1,260', '2 Beds': '$1,465 – 1,840', '3 Beds': '$1,990'}"
165,https://www.apartments.com/may-building-apartments-pittsburgh-pa/knhfyfc/,May Building Apartments,,"529 Liberty Ave, Pittsburgh, PA 15222",1 wk Ago,$775 - 915,Studio - 1 Bed,Available 12/31/20,844-898-8064,4.0,,100,Walker's Paradise,100,Rider's Paradise,"{'Studio': '$775', '1 Bed': '$915'}"
166,https://www.apartments.com/southcrest-heights-pittsburgh-pa/rtlzex2/,Southcrest Heights,,"631 Southcrest Dr, Pittsburgh, PA 15226",1 wk Ago,"$740 - 1,060",1-3 Bed,Available Now,844-213-4502,4.0,,22,Car-Dependent,61,Good Transit,"{'1 Bed': '$740 – 840', '2 Beds': '$850 – 945', '3 Beds': '$1,030 – 1,060'}"
167,https://www.apartments.com/ambassador-apartments-pittsburgh-pa/w9kbbch/,Ambassador Apartments,,"1601 Penn Ave, Pittsburgh, PA 15221",2 wks Ago,$825 - 895,1-2 Bed,Available Now,844-218-9867,4.0,4 Renter Reviews,32,Car-Dependent,45,Some Transit,"{'1 Bed': '$825', '2 Beds': '$895'}"
168,https://www.apartments.com/sleepy-hollow-road-apartments-pittsburgh-pa/4py0wfl/,Sleepy Hollow Road Apartments,,"821-831 Sleepy Hollow Rd, Pittsburgh, PA 15234",2 wks Ago,$625 - 675,1 Bed,Not Available,412-329-4797,4.0,2 Renter Reviews,28,Car-Dependent,47,Some Transit,{'1 Bed': '$625 – 675'}
169,https://www.apartments.com/sleepy-hollow-road-apartments-pittsburgh-pa/4py0wfl/,Sleepy Hollow Road Apartments,,"821-831 Sleepy Hollow Rd, Pittsburgh, PA 15234",2 wks Ago,$625 - 675,1 Bed,Not Available,412-329-4797,4.0,2 Renter Reviews,28,Car-Dependent,47,Some Transit,{'1 Bed': '$625 – 675'}
170,https://www.apartments.com/essex-house-apartments-pittsburgh-pa/jlg7se5/,Essex House Apartments,,"5701 Centre Ave, Pittsburgh, PA 15206",2 wks Ago,"$1,240 - 1,850",1-2 Bed,Available Soon,844-632-4615,5.0,1 Renter Reviews,96,Walker's Paradise,71,Excellent Transit,"{'1 Bed': '$1,240 – 1,560', '2 Beds': '$1,530 – 1,850'}"
171,https://www.apartments.com/negley-gardens-apartments-pittsburgh-pa/w70z6rl/,Negley Gardens Apartments,,"400 N Negley Ave, Pittsburgh, PA 15206",2 wks Ago,"$791 - 1,060",Studio - 2 Bed,Available 08/01/20,844-417-9457,4.0,,80,Very Walkable,64,Good Transit,"{'Studio': '$791', '1 Bed': '$796 – 895', '2 Beds': '$1,020 – 1,060'}"
172,https://www.apartments.com/pendale-towers-pittsburgh-pa/n5e6hbm/,,,"460 Washington Rd, Pittsburgh, PA 15228",2 wks Ago,"$950 - 1,600",1-2 Bed,Available Now,844-536-4314,5.0,2 Renter Reviews,81,Very Walkable,49,Some Transit,"{'1 \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n2 Beds': '$950 – 1,185', '2 Beds': '$1,250 – 1,600'}"
173,https://www.apartments.com/the-reserve-at-summerset-at-frick-park-pittsburgh-pa/wm9hrck/,The Reserve at Summerset at Frick Park,,"1435 Parkview Blvd, Pittsburgh, PA 15217",2 wks Ago,"$2,030",2 Bed,Available 05/15/20,844-564-8456,5.0,,11,Car-Dependent,40,Some Transit,"{'2 Beds': '$2,030'}"
174,https://www.apartments.com/brinton-towers-pittsburgh-pa/5wq9geq/,Brinton Towers,,"3000 Locust St, Pittsburgh, PA 15221",2 wks Ago,Call for Rent,Studio - 1 Bed,Not Available,412-688-6259,4.0,,50,Somewhat Walkable,44,Some Transit,{'Studio\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n1 Bed': 'Call for Rent'}
175,https://www.apartments.com/velma-court-pittsburgh-pa/rmx1hj1/,Velma Court,,"772 Greenfield Ave, Pittsburgh, PA 15217",2 wks Ago,$595 - 898,Studio - 2 Bed,Available Soon,844-203-8541,4.0,,69,Somewhat Walkable,46,Some Transit,"{'Studio': '$595', '1 Bed': '$645 – 770', '2 Beds': '$898'}"
176,https://www.apartments.com/greenhill-apartments-pittsburgh-pa/k7plz38/,Greenhill Apartments,,"4221 Winterburn Ave, Pittsburgh, PA 15207",2 wks Ago,$845 - 965,1-2 Bed,Not Available,724-519-0150,4.0,,66,Somewhat Walkable,46,Some Transit,"{'1 Bed': '$845', '2 Beds': '$965'}"
177,https://www.apartments.com/claybourne-apartments-pittsburgh-pa/edpzvdn/,Claybourne Apartments,,"5435 Claybourne St, Pittsburgh, PA 15232",2 wks Ago,"$1,265 - 1,795",2 Bed,Available 03/10/20,412-924-8013,4.0,,95,Walker's Paradise,73,Excellent Transit,"{'2 Beds': '$1,265 – 1,795'}"
178,https://www.apartments.com/seville-square-apartments-pittsburgh-pa/6m49dmt/,Seville Square Apartments,,"4297 Greensburg Pike, Pittsburgh, PA 15221",2 wks Ago,"$610 - 1,255",Studio - 3 Bed,Available Soon,844-712-9020,5.0,,39,Car-Dependent,34,Some Transit,"{'Studio': '$610 – 640', '1 Bed': '$670 – 725', '2 Beds': '$845 – 875', '3 Beds': '$1,255'}"
179,https://www.apartments.com/oakland-bates-apartments-pittsburgh-pa/g5w6zkx/,Oakland-Bates Apartments,,"403 Oakland Ave, Pittsburgh, PA 15213",2 wks Ago,"$690 - 2,700",Studio - 4 Bed,Available Soon,412-357-6678,4.0,,92,Walker's Paradise,69,Good Transit,"{'Studio': '$690', '1 Bed': '$745 – 805', '2 Beds': '$1,445', '4 Beds': '$2,700'}"
180,https://www.apartments.com/oakland-bates-apartments-pittsburgh-pa/g5w6zkx/,Oakland-Bates Apartments,,"403 Oakland Ave, Pittsburgh, PA 15213",2 wks Ago,"$690 - 2,700",Studio - 4 Bed,Available Soon,412-357-6678,4.0,,92,Walker's Paradise,69,Good Transit,"{'Studio': '$690', '1 Bed': '$745 – 805', '2 Beds': '$1,445', '4 Beds': '$2,700'}"
181,https://www.apartments.com/hampshire-house-pittsburgh-pa/crt7ete/,Hampshire House,,"195 Mount Lebanon Blvd, Pittsburgh, PA 15228",2 wks Ago,"$655 - 1,180",Studio - 3 Bed,Available Soon,844-225-6159,4.0,,59,Somewhat Walkable,49,Some Transit,"{'Studio': '$655 – 690', '1 Bed': '$895 – 935', '2 Beds': '$960 – 1,120', '3 Beds': '$1,150 – 1,180'}"
182,https://www.apartments.com/frick-park-village-pittsburgh-pa/ldrlfyf/,Frick Park Village,,"208 Rebecca Ave, Pittsburgh, PA 15221",2 wks Ago,$775 - 895,1-2 Bed,Available Soon,844-304-1864,3.0,1 Renter Reviews,68,Somewhat Walkable,63,Good Transit,"{'1 Bed': '$775', '2 Beds': '$880 – 895'}"
183,https://www.apartments.com/531-collins-st-pittsburgh-pa/zr0fprw/,531 Collins St,,"Pittsburgh, PA 15206",2 wks Ago,"$1,400",3 Bed,Available Soon,844-359-9412,4.0,1 Renter Reviews,85,Very Walkable,66,Good Transit,"{'3 Beds': '$1,400'}"
184,https://www.apartments.com/cedar-ridge-senior-apartments-pittsburgh-pa/psh8hvs/,Cedar Ridge Senior Apartments,,"200 Cedar Ridge Dr, Pittsburgh, PA 15205",2 wks Ago,"$1,160 - 1,375",1-2 Bed,Available Soon,844-391-0722,5.0,,15,Car-Dependent,22,Minimal Transit,"{'1 Bed': '$1,160', '2 Beds': '$1,270 – 1,375'}"
185,https://www.apartments.com/hillcrest-apartments-pittsburgh-pa/g9dvfkw/,Hillcrest Apartments,,"13 Hillcrest Dr, Pittsburgh, PA 15202",2 wks Ago,$695 - 795,1-2 Bed,Available Soon,844-266-0145,4.0,2 Renter Reviews,48,Car-Dependent,37,Some Transit,"{'1 Bed': '$695', '2 Beds': '$795'}"
186,https://www.apartments.com/greenview-apartments-pittsburgh-pa/zzcmdnx/,Greenview Apartments,,"6633 Saltsburg Rd, Pittsburgh, PA 15235",2 wks Ago,$595 - 695,1-2 Bed,Available Soon,844-750-4742,4.0,,37,Car-Dependent,28,Some Transit,"{'1 Bed': '$595', '2 Beds': '$695'}"
187,https://www.apartments.com/brentwood-townhomes-brentwood-pa/3s2x5pf/,Brentwood Townhomes,,"3367 Jameson Dr, Brentwood, PA 15227",2 wks Ago,$800,2 Bed,Available Now,844-479-3425,4.0,1 Renter Reviews,69,Somewhat Walkable,43,Some Transit,{'2 Beds': '$800'}
188,https://www.apartments.com/3254-dawson-st-pittsburgh-pa/4bv28mh/,3254 Dawson St,,"Pittsburgh, PA 15213",4 hrs Ago,"$1,200",Townhome for Rent,Available Now,,,,64,Somewhat Walkable,58,Good Transit,"{'2 Beds': '$1,200'}"
189,https://www.apartments.com/494-graeme-st-pittsburgh-pa-unit-2/fl9e17t/,494 Graeme St Unit 2,,"Pittsburgh, PA 15222",New,"$1,300",1 Bed,Available Now,412-471-5808,,,100,Walker's Paradise,100,Rider's Paradise,"{'1 Bed': '$1,300'}"
190,https://www.apartments.com/838-rockwood-ave-pittsburgh-pa/d0pre2l/,838 Rockwood Ave,,"Pittsburgh, PA 15234",8 hrs Ago,"$1,600",House for Rent,Available Now,,,,46,Car-Dependent,54,Good Transit,"{'2 Beds': '$1,600'}"
191,https://www.apartments.com/838-rockwood-ave-pittsburgh-pa/d0pre2l/,838 Rockwood Ave,,"Pittsburgh, PA 15234",8 hrs Ago,"$1,600",House for Rent,Available Now,,,,46,Car-Dependent,54,Good Transit,"{'2 Beds': '$1,600'}"
192,https://www.apartments.com/418-borland-st-pittsburgh-pa/1vz7674/,418 Borland St,,"Pittsburgh, PA 15206",9 hrs Ago,"$2,500",Townhome for Rent,Available Now,412-348-8305,,,89,Very Walkable,67,Good Transit,"{'4 Beds': '$2,500'}"
193,https://www.apartments.com/3301-iowa-st-pittsburgh-pa-unit-1/lc5d80d/,3301 Iowa St Unit 1,,"Pittsburgh, PA 15219",9 hrs Ago,"$1,200",3 Bed,Available Now,412-294-9683,,,58,Somewhat Walkable,71,Excellent Transit,"{'3 Beds': '$1,200'}"
194,https://www.apartments.com/264-melwood-ave-pittsburgh-pa-unit-3r/rkrz993/,264 Melwood Ave Unit 3R,,"Pittsburgh, PA 15213",New,$750,1 Bed,Available 05/15/20,412-462-1296,,,89,Very Walkable,70,Excellent Transit,{'1 Bed': '$750'}
195,https://www.apartments.com/849-lindenwood-dr-pittsburgh-pa/wpx6dpl/,849 Lindenwood Dr,,"Pittsburgh, PA 15234",New,$895,Townhome for Rent,Available Now,412-335-7377,,,44,Car-Dependent,46,Some Transit,{'3 Beds': '$895'}
196,https://www.apartments.com/527-farnsworth-st-pittsburgh-pa/vbcx3gf/,527 Farnsworth St,,"Pittsburgh, PA 15207",New,"$1,050",Townhome for Rent,Available Now,,,,66,Somewhat Walkable,44,Some Transit,"{'3 Beds': '$1,050'}"
197,https://www.apartments.com/527-farnsworth-st-pittsburgh-pa/vbcx3gf/,527 Farnsworth St,,"Pittsburgh, PA 15207",New,"$1,050",Townhome for Rent,Available Now,,,,66,Somewhat Walkable,44,Some Transit,"{'3 Beds': '$1,050'}"
198,https://www.apartments.com/3308-juliet-st-pittsburgh-pa/n0d6jjn/,3308 Juliet St,,"Pittsburgh, PA 15213",1 day Ago,"$2,700",House for Rent,Available 08/01/20,412-807-8779,,,86,Very Walkable,67,Good Transit,"{'4+ Beds': '$2,700'}"
199,https://www.apartments.com/1917-sidney-st-pittsburgh-pa/ye90xsv/,1917 Sidney St,,"Pittsburgh, PA 15203",1 day Ago,"$1,700",House for Rent,Available Now,718-938-7972,,,96,Walker's Paradise,68,Good Transit,"{'3 Beds': '$1,700'}"
200,https://www.apartments.com/316-akron-ave-pittsburgh-pa-unit-e/60x5yws/,316 Akron Ave Unit E,,"Pittsburgh, PA 15216",1 day Ago,"$1,100",2 Bed,Available 04/01/20,412-307-8274,,,75,Very Walkable,47,Some Transit,"{'2 Beds': '$1,100'}"
201,https://www.apartments.com/217-spencer-ave-pittsburgh-pa-unit-2/e75gmzm/,217 Spencer Ave Unit 2,,"Pittsburgh, PA 15227",1 day Ago,$950,3 Bed,Available Now,412-999-0722,,,60,Somewhat Walkable,40,Some Transit,{'3 Beds': '$950'}
202,https://www.apartments.com/173-36th-st-pittsburgh-pa-unit-2/wf22s3l/,173 36th St Unit 2,,"Pittsburgh, PA 15201",1 day Ago,"$1,600",2 Bed,Available 04/01/20,,,,83,Very Walkable,62,Good Transit,"{'2 Beds': '$1,600'}"
203,https://www.apartments.com/173-36th-st-pittsburgh-pa-unit-2/wf22s3l/,173 36th St Unit 2,,"Pittsburgh, PA 15201",1 day Ago,"$1,600",2 Bed,Available 04/01/20,,,,83,Very Walkable,62,Good Transit,"{'2 Beds': '$1,600'}"
204,https://www.apartments.com/4063-dalewood-st-pittsburgh-pa-unit-rear/exw62dp/,4063 Dalewood St Unit rear,,"Pittsburgh, PA 15227",New,$575,1 Bed,Available Now,412-357-6334,,,81,Very Walkable,44,Some Transit,{'1 Bed': '$575'}
205,https://www.apartments.com/1272-benton-ave-pittsburgh-pa-unit-floor-2/sz8nxk6/,1272 Benton Ave Unit Floor 2,,"Pittsburgh, PA 15212",1 day Ago,"$1,350",3 Bed,Available Now,412-799-6794,,,53,Somewhat Walkable,43,Some Transit,"{'3 Beds': '$1,350'}"
206,https://www.apartments.com/3308-juliet-st-pittsburgh-pa-unit-5-br-3ba/eeczfmn/,3308 Juliet St Unit 5 br/3ba,,"Pittsburgh, PA 15213",1 day Ago,"$2,700",5 Bed,Available 08/01/20,412-267-7484,,,86,Very Walkable,67,Good Transit,"{'4+ Beds': '$2,700'}"
207,https://www.apartments.com/2421-beechwood-blvd-pittsburgh-pa-unit-2421a/z0vjckz/,2421 Beechwood Blvd Unit 2421A,,"Pittsburgh, PA 15217",1 day Ago,"$1,375",3 Bed,Available 08/01/20,412-357-6357,,,68,Somewhat Walkable,50,Good Transit,"{'3 Beds': '$1,375'}"
208,https://www.apartments.com/5712-phillips-ave-pittsburgh-pa-unit-b5/kh5vq9b/,5712 Phillips Ave Unit B5,,"Pittsburgh, PA 15217",1 day Ago,"$1,050",1 Bed,Available 08/01/20,412-557-7769,,,92,Walker's Paradise,53,Good Transit,"{'1 Bed': '$1,050'}"
209,https://www.apartments.com/5700-darlington-rd-pittsburgh-pa-unit-1st/ndqe0fp/,5700 Darlington Rd Unit 1st,,"Pittsburgh, PA 15217",1 day Ago,"$1,650",3 Bed,Available Now,412-650-4666,,,94,Walker's Paradise,55,Good Transit,"{'3 Beds': '$1,650'}"
210,https://www.apartments.com/6350-forward-ave-pittsburgh-pa-unit-25/dj5p6sk/,6350 Forward Ave Unit 25,,"Pittsburgh, PA 15217",1 day Ago,"$1,650",3 Bed,Available 08/01/20,412-420-6977,,,81,Very Walkable,51,Good Transit,"{'3 Beds': '$1,650'}"
211,https://www.apartments.com/102-downing-dr-pittsburgh-pa/cywcb9d/,102 Downing Dr,,"Pittsburgh, PA 15238",1 day Ago,"$3,750",House for Rent,Available Now,412-387-4992,,,21,Car-Dependent,20,Minimal Transit,"{'4 Beds': '$3,750'}"
212,https://www.apartments.com/6350-forward-ave-pittsburgh-pa-unit-15/5y4sgbn/,6350 Forward Ave Unit 15,,"Pittsburgh, PA 15217",1 day Ago,"$1,390",2 Bed,Available 08/01/20,412-532-1896,,,81,Very Walkable,51,Good Transit,"{'2 Beds': '$1,390'}"
213,https://www.apartments.com/2421-beechwood-blvd-pittsburgh-pa-unit-2421b/g611efx/,2421 Beechwood Blvd Unit 2421B,,"Pittsburgh, PA 15217",1 day Ago,"$1,275",2 Bed,Available Now,412-564-1321,,,68,Somewhat Walkable,50,Good Transit,"{'2 Beds': '$1,275'}"
214,https://www.apartments.com/2421-beechwood-blvd-pittsburgh-pa-unit-2421b/g611efx/,2421 Beechwood Blvd Unit 2421B,,"Pittsburgh, PA 15217",1 day Ago,"$1,275",2 Bed,Available Now,412-564-1321,,,68,Somewhat Walkable,50,Good Transit,"{'2 Beds': '$1,275'}"
215,https://www.apartments.com/5710-phillips-ave-pittsburgh-pa-unit-b10/60msbzr/,5710 Phillips Ave Unit B10,,"Pittsburgh, PA 15217",1 day Ago,"$1,050",1 Bed,Available 08/01/20,412-709-5578,,,92,Walker's Paradise,53,Good Transit,"{'1 Bed': '$1,050'}"
216,https://www.apartments.com/5704-darlington-rd-pittsburgh-pa-unit-flr-1/4j3xhyk/,5704 Darlington Rd Unit Flr 1,,"Pittsburgh, PA 15217",1 day Ago,"$1,650",3 Bed,Available 08/01/20,412-852-4843,,,94,Walker's Paradise,55,Good Transit,"{'3 Beds': '$1,650'}"
217,https://www.apartments.com/5704-darlington-rd-pittsburgh-pa-unit-flr-2/5gs6lcp/,5704 Darlington Rd Unit Flr 2,,"Pittsburgh, PA 15217",New,"$1,650",3 Bed,Available 08/01/20,412-440-7841,,,94,Walker's Paradise,55,Good Transit,"{'3 Beds': '$1,650'}"
218,https://www.apartments.com/5710-phillips-ave-pittsburgh-pa-unit-a1/gr3mkcw/,5710 Phillips Ave Unit A1,,"Pittsburgh, PA 15217",New,$975,1 Bed,Available 08/01/20,724-510-0576,,,92,Walker's Paradise,53,Good Transit,{'1 Bed': '$975'}
219,https://www.apartments.com/6350-forward-ave-pittsburgh-pa-unit-3/ttx8bx8/,6350 Forward Ave Unit 3,,"Pittsburgh, PA 15217",New,$855,1 Bed,Available Now,412-489-0665,,,81,Very Walkable,51,Good Transit,{'1 Bed': '$855'}
